predicted,truth
4.045666666666672,4.48
4.257597222222224,4.64
3.295027777777775,3.12
1.8984583333333327,1.8
2.824722222222225,2.52
3.3011388888888886,3.84
2.9266388888888892,3.04
3.6037777777777737,3.48
2.7578333333333314,2.56
3.513172222222222,3.84
2.875722222222227,2.9
3.3213333333333313,2.76
3.6321527777777805,3.2
2.014312499999999,2.08
2.3181388888888885,2.16
3.336027777777787,3.28
3.2629444444444418,3.56
4.088500000000004,4.08
3.7715000000000036,3.44
3.2836944444444436,2.96
3.569694444444443,3.44
1.7586388888888882,1.56
2.463555555555556,2.4
3.873361111111113,4.2
3.911988888888889,2.88
3.795361111111115,2.88
4.019161111111115,4.26666666666667
3.2246666666666672,2.6
3.8704166666666646,3.88
4.123250000000002,4.16
4.229055555555556,4.3
3.6733222222222266,3.6
3.5088333333333344,3.72
3.316354166666669,3.04
4.276833333333339,4.72
2.3509583333333337,2.8
4.751611111111113,4.92
4.282388888888894,4.68
4.167233333333333,4.04
4.440777777777785,4.4
4.094305555555552,4.24
3.1520833333333353,3.8
3.8588888888888926,3.7
2.232375,1.64
3.9649166666666753,4.32
2.158036111111111,2.04
4.7049722222222154,4.76
3.761249999999996,3.24
2.4695555555555533,2.4
3.8773888888888877,4.16
3.6228055555555536,3.2
1.4704722222222235,1.0
4.198888888888892,4.56
3.5232777777777735,3.36
3.8760555555555567,4.16
3.9981250000000013,4.32
4.198261111111113,4.23333333333333
3.013750000000003,2.08
4.175283333333335,4.08
2.4911907407407363,2.52
4.149972222222227,3.86666666666667
4.31380555555555,4.8
4.36855555555556,4.44
3.436449999999996,2.84
3.9253750000000003,4.06666666666667
3.9286250000000007,4.12
3.042097222222223,2.76
3.2556111111111123,3.56
3.266611111111114,3.36
4.127861111111119,4.08
4.184055555555552,4.28
3.289722222222221,3.4
4.288327777777783,4.23333333333333
3.7501388888888827,3.2
3.220983333333334,3.3333333333333304
3.9010138888888886,4.36666666666667
1.46386150793651,1.12
4.544722222222224,4.4
3.6362694444444457,3.56666666666667
4.350444444444449,4.36
4.097250000000002,4.04
3.44884722222222,2.24
2.346333333333333,1.92
2.3186666666666667,1.6
4.459494444444457,4.44
2.8606944444444404,3.04
2.8698611111111116,1.68
3.3305555555555566,4.12
3.6347222222222255,4.24
2.9704444444444453,2.36666666666667
3.886633333333333,4.12
3.92188888888888,3.9
3.289916666666666,3.4
3.8356944444444436,3.56
3.8294166666666616,4.43333333333333
4.043875,4.76
4.3138333333333305,4.56
3.683722222222225,3.46666666666667
2.942277777777777,2.48
3.4838888888888864,4.08
3.931638888888887,3.96
4.4053333333333295,4.56
3.5459250000000013,3.0
3.40980555555556,3.8
4.2916388888888966,4.16
2.9598888888888895,2.4
3.85986111111111,3.96666666666667
4.017294444444445,4.32
3.264566666666669,3.5
3.3061111111111097,3.04
3.5660277777777796,3.68
3.0816944444444485,2.7666666666666697
4.274111111111108,4.48
1.3441388888888894,1.0
4.268888888888897,4.28
2.878066666666665,2.56
2.463194444444443,2.64
4.3643611111111165,4.48
3.452277777777786,3.28
3.5458055555555563,3.72
3.10116666666666,2.92
1.8142388888888918,1.4
2.449694444444444,2.0
3.741111111111123,4.28
2.9351944444444436,3.06666666666667
4.217149999999986,4.64
2.398888888888888,2.64
4.74737301587302,4.48
3.7772777777777775,3.96
3.6275833333333405,3.4
4.113984126984131,4.04
1.9025555555555596,2.36666666666667
3.956722222222233,3.96
3.3116944444444445,3.84
2.532666666666663,2.6
3.4262777777777758,3.68
2.431166666666674,2.44
2.6835833333333343,2.8
3.3037499999999946,2.92
1.4684944444444428,1.6666666666666698
4.158388888888902,4.28
4.077775000000001,4.4
2.1117361111111106,1.6333333333333302
3.412305555555552,3.6
4.509772222222223,4.52
3.9280555555555567,3.88
3.9650833333333386,3.8
3.614777777777775,3.6
4.048861111111118,4.52
4.2070555555555575,4.4
3.58072222222222,3.24
3.2268888888888867,4.0333333333333306
3.9411666666666654,3.8
2.41158333333333,2.0
4.421388888888889,4.56
3.876208333333331,4.08
3.237713095238092,3.36666666666667
4.027333333333335,3.88
3.3155666666666646,2.8
3.5688611111111106,3.48
4.211469444444446,4.68
3.98772222222223,4.16
3.9013055555555645,3.9
2.469194444444448,2.72
3.6670277777777764,3.8
3.40344444444445,3.56
3.0782777777777866,3.3
3.4088888888888875,2.68
4.283333333333335,4.24
3.098027777777776,3.24
4.013902777777776,3.96666666666667
3.8228611111111155,4.12
3.774138888888884,4.0
4.309931349206354,4.08
2.570111111111115,2.56
4.2721944444444455,4.24
4.392222222222226,4.4
2.270305555555555,1.84
2.5447222222222226,2.96
2.1036111111111135,2.3333333333333304
3.4314722222222227,4.08
3.558111111111112,3.36
4.22532777777778,4.4
3.2577222222222306,2.56
2.757930555555563,2.92
3.0433333333333357,2.68
3.658611111111114,3.3
2.3658194444444494,2.64
3.9948333333333323,4.32
3.933994444444446,4.32
2.6973055555555545,3.0
3.9577222222222224,4.8
3.675833333333331,3.36
4.28060833333333,4.66666666666667
4.014333333333337,3.44
4.203986111111111,3.92
3.7661111111111127,3.06666666666667
3.8307861111111103,3.36
4.401530555555558,4.48
4.298613888888892,4.36
3.7655000000000016,3.4
3.458666666666664,3.16
2.6901388888888915,2.6666666666666696
4.068805555555554,4.3
2.113055555555555,1.6
4.302350000000006,4.52
4.364361111111121,4.48
3.302183333333336,3.36
4.410055555555558,4.32
4.0144166666666665,4.16
1.5953055555555573,1.06666666666667
1.7268916666666676,1.44
4.048722222222223,3.76
1.4278611111111121,1.5
3.9183888888888894,4.36
3.883027777777776,4.16
1.8993611111111157,1.8333333333333304
2.2871805555555604,2.36
3.7695027777777765,3.64
4.072030555555556,4.06666666666667
4.264916666666671,4.48
1.9518888888888875,2.4
3.5939722222222232,3.6
3.2206388888888893,4.28
3.685388888888893,3.36
4.08855555555556,4.43333333333333
3.4543722222222204,2.88
4.2521666666666675,4.63333333333333
4.2828055555555675,4.4
4.122944444444446,3.92
3.020652777777779,1.48
4.074500000000003,4.86666666666667
2.5322055555555525,2.32
3.6596805555555574,3.64
1.6782500000000025,1.96666666666667
3.9102976190476166,4.16
2.84733333333333,2.32
2.9039166666666674,2.6
3.87151388888889,4.83333333333333
3.295333333333329,3.56
2.9686666666666657,3.06666666666667
4.056444444444448,4.56
2.6333611111111126,2.1666666666666696
3.44791111111111,3.0
2.748083333333333,2.96
3.6910000000000003,3.56
2.5788972222222197,2.4
3.121444444444443,3.72
2.93475,4.4
2.9751111111111115,2.68
3.852305555555556,4.52
3.622805555555553,4.64
2.6448750000000008,3.96666666666667
3.928722222222227,4.33333333333333
4.716072222222215,4.76
4.260777777777776,4.28
3.7797499999999977,3.04
3.6165666666666687,3.84
3.771111111111111,4.0
1.9777777777777774,1.8
1.5044444444444485,1.4
1.4281388888888904,1.56
3.3419087301587234,3.03333333333333
3.0373611111111107,2.8
4.024138888888893,4.06666666666667
2.9717499999999983,3.46666666666667
2.518083333333332,2.9
2.3386666666666733,2.06666666666667
3.843749999999998,4.24
4.510361111111114,4.66666666666667
3.7289722222222172,3.84
3.8010277777777755,4.44
2.306611111111111,2.4
3.739694444444444,3.4
3.262055555555555,3.32
4.069666666666665,4.36
2.46653888888889,2.4
3.6300833333333333,4.28
3.772694444444444,4.2
1.853833333333333,1.56
3.6660944444444508,3.48
3.7779166666666657,3.84
4.322083333333344,4.16
2.7593055555555566,2.52
3.642402777777773,3.44
3.096194444444445,2.68
3.16108333333333,2.68
3.0366944444444446,2.4
4.338027777777776,4.5333333333333306
4.106166666666671,4.33333333333333
2.2711527777777785,1.96
4.033822222222225,4.08
4.214083333333328,4.68
4.103250000000001,4.16
2.8751722222222265,2.64
2.396666666666665,2.56
2.583777777777776,2.92
2.4364555555555616,2.24
3.3803611111111147,2.8
3.407722222222222,3.1666666666666696
1.5544583333333342,2.16
2.11358333333333,2.0
4.259999999999996,4.12
3.755944444444435,4.16666666666667
3.7493611111111123,3.92
4.46825,4.52
4.339152777777778,4.48
3.2143888888888847,2.5
3.9631111111111186,4.24
3.8251277777777744,3.92
3.995416666666667,3.8
1.6162638888888907,1.0
3.481194444444444,3.28
2.3159722222222245,2.0
4.460672222222228,4.83333333333333
2.326194444444445,1.84
2.7402777777777785,2.4
3.4456944444444395,3.03333333333333
2.6487499999999913,2.32
4.281805555555555,4.63333333333333
2.955805555555552,2.76
2.4166388888888877,2.6666666666666696
4.483424603174586,4.64
4.093111111111115,4.72
3.577611111111103,4.08
2.9479444444444476,2.5
4.025499999999997,4.24
4.370030555555554,4.52
2.55986111111111,2.96666666666667
4.07323888888889,4.24
4.1889722222222225,4.2
4.078194444444446,4.24
3.427194444444445,3.32
3.3369166666666614,3.08
4.017916666666676,3.76
3.6482499999999973,4.43333333333333
3.250583333333331,3.1666666666666696
3.9486944444444476,3.92
4.036611111111112,4.68
3.795166666666666,3.76
2.6394722222222193,2.28
3.778416666666663,4.0
4.212555555555558,4.5
4.142666666666665,4.08
2.375375000000001,2.04
2.4836111111111117,2.1666666666666696
4.15022222222222,4.6
2.780838888888892,2.7
1.698861111111112,1.04
3.643694444444445,3.84
4.006861111111108,3.8
2.656458333333335,1.64
2.6107500000000052,2.7333333333333303
4.230833333333337,4.6
3.249805555555556,3.48
3.907055555555556,4.0
1.457666666666668,1.08
3.765527777777782,3.72
3.2411250000000025,4.33333333333333
4.3000833333333315,4.12
3.9988333333333363,4.32
4.1955833333333254,4.28
2.3803333333333323,2.64
3.718611111111108,3.72
4.055111111111108,4.28
4.237861111111117,4.13333333333333
2.8965277777777763,2.2
4.0707500000000065,4.2
2.92186111111111,2.03333333333333
3.6509722222222245,2.84
1.3478055555555586,1.24
2.797597222222227,2.12
2.092944444444448,2.36
2.3516944444444445,3.16
3.8714166666666667,4.08
3.086499999999997,3.2333333333333303
4.221444444444438,4.68
3.2082722222222246,2.52
3.3138611111111076,3.68
3.4234166666666592,3.76
4.065388888888894,4.13333333333333
4.142027777777774,4.4
3.549083333333329,3.56
2.549527777777775,2.63333333333333
2.9655472222222197,1.92
3.8901111111111057,4.28
2.913361111111112,2.56
3.490777777777775,4.08
4.3623722222222225,4.4
3.6500833333333356,3.88
2.6386944444444387,3.36
3.0551388888888886,2.88
4.054944444444448,4.1
4.604527777777772,4.76666666666667
2.948499999999998,2.84
2.5371666666666575,2.44
4.362277777777782,4.28
2.7804166666666656,2.2333333333333303
2.179750000000005,2.24
3.9272777777777765,3.03333333333333
4.338305555555553,4.56666666666667
2.9558611111111097,3.16
2.247597222222221,2.88
3.747055555555555,3.88
4.264055555555556,4.2
4.340305555555564,4.4
4.440361111111113,4.68
2.3280833333333346,2.13333333333333
4.854472222222219,4.96
3.7181666666666717,4.466666666666669
3.2346388888888837,2.72
3.6555833333333365,3.44
2.4194527777777792,2.56
3.125111111111109,2.36
3.8957500000000014,4.16
3.041127777777777,2.86666666666667
3.2229722222222192,3.08
2.5702777777777754,2.52
1.977861111111112,1.2
3.7533333333333276,3.88
3.225533333333326,3.2333333333333303
3.9697888888888957,4.24
4.535166666666671,4.6
3.6137500000000014,2.2333333333333303
3.662894444444445,4.0
4.011472222222229,3.8
2.6810833333333317,2.24
4.409916666666663,4.73333333333333
3.639650000000002,3.24
3.5966944444444375,3.76
2.5710972222222224,3.48
2.768488888888887,3.08
3.942236111111107,4.08
3.6687777777777795,3.92
2.1346944444444444,1.96
1.738577380952382,1.4
3.9526388888888837,4.06666666666667
1.6769166666666686,2.06666666666667
4.152746825396824,3.96
4.114694444444441,4.12
3.538805555555554,4.52
4.041402777777786,3.9
3.018555555555554,2.0
4.222511111111112,3.56
4.048430555555553,4.13333333333333
1.7276666666666676,1.24
3.147888888888892,3.44
4.276277777777768,4.32
3.4729000000000028,2.68
3.77713888888889,3.36
3.938138888888889,3.96
4.3069444444444365,3.96
3.9698027777777747,3.9
3.677625000000003,3.4
3.477319444444445,3.4
3.8766805555555592,4.0333333333333306
2.7195555555555533,3.0
3.8970277777777778,3.72
2.8442916666666656,2.32
3.8576666666666752,3.32
3.269416666666665,3.1
1.5383888888888915,1.08
4.176250000000001,4.3
2.3165499999999994,2.52
3.9817055555555547,3.32
2.4589166666666653,2.32
2.2735277777777774,1.5
3.261005555555555,2.96
2.5199166666666692,2.4
3.478249999999994,3.36
3.100805555555553,3.16
3.387027777777774,3.04
3.217916666666663,2.96
3.5762638888888887,3.08
2.7366944444444448,2.72
4.108305555555556,4.24
2.7761666666666662,2.96
3.331055555555552,3.2
3.4544722222222206,3.76
2.226205555555554,1.6666666666666698
2.6505555555555516,2.13333333333333
3.8605277777777807,3.48
2.8114999999999957,2.76
4.194375000000006,4.2
4.214555555555561,4.36
2.3938888888888896,1.32
3.826227777777771,3.96666666666667
4.045472222222225,4.32
3.4478888888888903,2.76
4.253943650793657,4.33333333333333
3.66661111111111,2.92
4.309805555555559,4.23333333333333
2.4218750000000013,2.32
2.4304722222222193,2.1666666666666696
4.419444444444454,4.26666666666667
4.291388888888891,4.44
3.441655555555554,3.4
4.065666666666674,4.44
3.113361111111113,3.8333333333333295
4.142208333333334,4.32
3.379277777777786,3.64
3.7651944444444445,4.06666666666667
4.088694444444445,4.56
3.060861111111112,2.84
3.451361111111109,3.2333333333333303
4.004249999999999,3.56666666666667
3.662111111111113,4.12
3.3896666666666695,3.2333333333333303
4.4658611111111055,4.6
3.3155833333333335,3.32
4.239694444444444,4.83333333333333
2.771388888888886,1.72
3.8631666666666638,3.92
3.0456055555555563,2.68
2.521113888888889,2.5
3.4763333333333337,3.2
3.268461111111113,3.4
1.405066666666669,1.4
4.225722222222223,4.16666666666667
4.028766666666668,4.12
3.761638888888879,3.9
3.9993888888888853,4.2
3.550277777777777,4.2
3.541069444444441,3.7666666666666697
3.0449444444444427,3.4
3.847638888888892,4.04
3.9993888888888853,4.24
1.9469166666666717,2.0
2.5232777777777744,2.63333333333333
4.097411111111109,4.32
4.083833333333334,4.2
3.8496944444444403,4.13333333333333
2.19897222222222,2.12
4.2387500000000005,4.64
3.2583333333333324,2.32
3.3765722222222228,3.08
2.5423611111111106,2.6
3.848055555555561,3.64
3.724361111111111,3.88
3.2052777777777766,2.72
3.800027777777779,4.0
3.325194444444443,3.32
2.429444444444445,2.04
2.7593055555555557,2.63333333333333
4.177305555555558,4.08
3.892916666666667,4.16
3.7045222222222254,4.04
3.484777777777777,2.56666666666667
4.223972222222225,4.04
2.9230277777777744,2.68
2.3511805555555583,2.46666666666667
4.039388888888888,3.96
3.6892500000000017,3.88
3.5604722222222227,3.2
2.5960555555555516,2.12
2.0888777777777796,2.04
2.903194444444446,3.16
3.0923055555555563,3.2
4.0601563492063475,3.8
2.5050277777777823,1.92
4.04941666666666,4.0
3.8227777777777776,3.8
4.439694444444448,4.44
4.1734166666666725,4.2
4.2387500000000005,4.64
1.6981388888888878,1.28
3.3973055555555587,3.8
3.296916666666667,2.8
3.4626416666666673,4.04
2.8336944444444474,3.1
2.069155555555556,1.72
3.7896611111111094,3.8
4.10641666666667,4.66666666666667
3.7141666666666655,3.8
4.395888888888891,4.36666666666667
2.8806944444444436,2.2666666666666697
3.769472222222227,3.6
4.17705555555555,4.5
4.245333333333334,4.5
3.9070833333333344,3.52
3.9552555555555586,3.84
4.012666666666661,3.84
4.178805555555546,4.64
4.235555555555554,4.36
3.1622777777777733,2.46666666666667
3.3260277777777736,4.56
4.283361111111121,4.16
3.469472222222217,3.2
4.815208730158732,4.966666666666669
3.76297222222222,4.4
2.8063666666666642,3.04
3.856861111111112,3.56666666666667
2.108444444444449,2.48
2.530194444444447,3.1
